u_g,g_r,r_i,i_z
1.100470000000001392e+00,4.202099999999973079e-01,1.433560000000007051e-01,1.573600000000041632e-02
1.693054000000000059e+00,6.650480000000023040e-01,2.186779999999970414e-01,1.805149999999997590e-01
1.523452999999999946e+00,6.067369999999989716e-01,2.900869999999997617e-01,1.457589999999981956e-01
1.123231999999998010e+00,4.062800000000024170e-01,1.418420000000004677e-01,7.250999999999763190e-02
1.218686999999999188e+00,4.574250000000006366e-01,1.408079999999962695e-01,5.247600000000218756e-02
9.279390000000020677e-01,3.329579999999978668e-01,6.535699999999877718e-02,7.005300000000147520e-02
1.008320000000001215e+00,3.100340000000016971e-01,1.248829999999969687e-01,6.375200000000091904e-02
2.595164000000004023e+00,1.176890999999997689e+00,4.764879999999998006e-01,2.826430000000019760e-01
1.109329999999992822e-01,1.026390000000034775e-01,1.047759999999975378e-01,2.637099999999996669e-01
7.997429999999994266e-01,-1.468899999999990769e-01,7.688379999999988001e-01,3.569800000000000750e-02
8.658040000000042369e-01,3.673899999999967747e-01,1.236420000000002517e-01,7.356400000000107298e-02
9.314649999999993213e-01,2.855610000000012860e-01,9.188599999999880197e-02,2.477999999999980218e-02
8.497680000000009670e-01,3.777599999999985414e-01,6.646899999999789088e-02,1.027700000000209002e-02
1.296122999999997916e+00,5.520980000000008658e-01,2.434839999999987015e-01,9.593000000000273531e-02
2.253470999999997559e+00,8.159540000000014004e-01,3.048729999999970630e-01,1.550159999999998206e-01
1.093548999999999438e+00,4.768320000000016989e-01,1.113260000000018124e-01,1.032889999999966335e-01
1.796223000000001235e+00,6.682279999999991560e-01,2.263700000000028467e-01,1.523469999999989000e-01
1.975840999999999070e+00,8.233780000000017196e-01,3.081719999999954496e-01,1.644590000000043517e-01
1.317983000000001681e+00,5.281149999999996680e-01,1.896549999999983527e-01,2.601590000000015834e-01
1.206645999999999219e+00,4.871799999999986142e-01,1.548730000000020368e-01,5.530399999999957572e-02
1.112064000000000163e+00,4.110360000000028435e-01,1.513859999999986883e-01,8.253900000000058412e-02
1.462347000000001174e+00,5.803609999999999047e-01,1.872500000000023590e-01,6.708099999999816987e-02
1.042428000000001020e+00,6.734609999999996433e-01,1.654189999999964300e-01,4.039400000000270552e-02
9.702380000000019322e-01,2.415190000000002613e-01,9.738199999999963552e-02,2.064499999999824809e-02
2.036938000000002802e+00,8.928279999999979566e-01,3.292430000000017287e-01,2.134929999999997108e-01
1.046528000000005676e+00,4.104099999999952786e-01,1.090710000000036928e-01,3.053099999999986380e-02
1.053601999999999705e+00,3.711710000000021381e-01,1.704239999999987987e-01,2.274099999999990018e-02
7.444200000000016360e-01,4.390979999999977679e-01,2.014250000000004093e-01,3.903600000000295722e-02
1.862544999999997231e+00,7.434540000000016136e-01,2.545350000000006219e-01,1.680760000000010024e-01
2.625478999999998564e+00,1.248268000000003042e+00,4.407519999999998106e-01,2.896279999999986643e-01
2.637331000000003201e+00,1.345285999999997983e+00,7.621040000000007808e-01,4.053799999999991854e-01
1.056178999999996648e+00,3.965650000000024988e-01,1.366750000000003240e-01,9.058299999999874785e-02
1.385276999999998537e+00,5.061619999999997788e-01,1.565850000000015285e-01,7.659999999999911324e-02
9.442249999999994259e-01,4.379080000000001860e-01,1.340099999999999625e-01,4.863399999999984402e-02
1.765339000000004432e+00,6.162489999999980483e-01,2.515629999999990929e-01,1.036570000000018865e-01
1.209611999999999910e+00,4.776249999999997442e-01,2.135640000000016414e-01,6.927999999999556735e-02
7.733589999999992415e-01,2.292880000000003804e-01,6.621200000000015962e-02,-1.604999999999989768e-02
1.246909999999999741e+00,5.110710000000011632e-01,2.351619999999989830e-01,1.022069999999999368e-01
1.244849999999999568e+00,6.081049999999983413e-01,2.371370000000005973e-01,6.736899999999934607e-02
1.688435000000001907e+00,7.329919999999994218e-01,2.665480000000002292e-01,1.563400000000001455e-01
7.475799999999992451e-01,2.516210000000000946e-01,7.871100000000197383e-02,-1.955800000000351702e-02
1.094813999999999510e+00,3.201299999999989154e-01,1.846540000000018722e-01,-5.898999999999432475e-03
1.157689999999998776e+00,4.132980000000010534e-01,1.358929999999993754e-01,7.248000000000587306e-03
1.088723999999999137e+00,3.435629999999996187e-01,1.950529999999979225e-01,1.873400000000202681e-02
8.667200000000008231e-01,2.428969999999992524e-01,1.036409999999996501e-01,1.082959999999992817e-01
2.331736999999996840e+00,1.083487000000001643e+00,3.908760000000004453e-01,1.864309999999989031e-01
1.210895999999998196e+00,4.588299999999989609e-01,1.692000000000000171e-01,4.065200000000146474e-02
2.225711999999997914e+00,9.016170000000016671e-01,2.588950000000025398e-01,2.504909999999966885e-01
1.187259999999998428e+00,4.862059999999992499e-01,1.751040000000010366e-01,1.111320000000013408e-01
9.216499999999996362e-01,2.979349999999989507e-01,7.595500000000043883e-02,5.228400000000021919e-02
9.559570000000015000e-01,3.136709999999993670e-01,4.008299999999920260e-02,1.447029999999998040e-01
1.207169999999997856e+00,4.948179999999986478e-01,2.085280000000047096e-01,2.661899999999661759e-02
2.507309000000002897e+00,1.255301999999996809e+00,5.667360000000023490e-01,3.435039999999958127e-01
1.404063999999998202e+00,6.601190000000016767e-01,2.828349999999986153e-01,2.075670000000009452e-01
9.143909999999983995e-01,3.807469999999995025e-01,1.508820000000028472e-01,6.357799999999969032e-02
1.146310999999997193e+00,4.171730000000017924e-01,1.777400000000000091e-01,2.036999999997846089e-03
2.426845000000000141e+00,1.043361999999998346e+00,3.475570000000018922e-01,2.114619999999973743e-01
1.651559999999996364e+00,7.417850000000001387e-01,2.309620000000016660e-01,9.974300000000013711e-02
9.147789999999957899e-01,2.779140000000026589e-01,1.023910000000007869e-01,5.616999999997318582e-03
1.081812000000002882e+00,2.461739999999998929e-01,1.162700000000000955e-01,3.849999999999909051e-02
1.088915999999997553e+00,4.130520000000039715e-01,1.484949999999969350e-01,3.681100000000014916e-02
1.858430999999999500e+00,8.375900000000022771e-01,3.181170000000008713e-01,1.878739999999972099e-01
1.460843999999998033e+00,5.386269999999999669e-01,1.449890000000024770e-01,4.766899999999907322e-02
5.207200000000007378e-01,1.762329999999998620e-01,4.219099999999897932e-02,3.356129999999986069e-01
1.060528000000001470e+00,3.486289999999989675e-01,1.719399999999993156e-01,3.823000000002352294e-03
9.307039999999986435e-01,1.270050000000004786e-01,-4.884900000000058640e-02,7.400000000004069989e-04
1.070062999999997544e+00,3.831270000000017717e-01,1.514129999999980214e-01,5.943900000000112982e-02
1.300886999999999460e+00,4.606680000000018538e-01,2.093069999999990216e-01,6.642300000000034288e-02
2.066433000000003517e+00,8.954570000000003915e-01,3.302589999999980819e-01,2.021620000000012851e-01
1.123634999999996609e+00,4.348860000000023263e-01,1.339709999999989520e-01,2.363000000000070600e-02
1.880872000000000099e+00,7.683590000000002362e-01,2.391600000000018156e-01,1.353569999999990614e-01
-8.671400000000062391e-02,7.703400000000115710e-02,2.118590000000004636e-01,2.112599999999993372e-01
1.003651000000001403e+00,-8.863099999999946021e-02,-1.238899999999993895e-01,-7.398000000000237719e-02
9.014089999999974623e-01,3.252780000000008442e-01,1.042969999999989739e-01,8.697700000000452292e-02
2.427497999999999934e+00,1.236817999999999529e+00,5.226649999999999352e-01,3.039710000000006573e-01
9.564569999999967820e-01,3.791040000000016619e-01,2.847769999999982815e-01,-3.084899999999990428e-02
1.003267000000001019e+00,4.257869999999996935e-01,2.210010000000011132e-01,1.929099999999905890e-02
1.462652000000002062e+00,5.924130000000005225e-01,2.275810000000006994e-01,7.813699999999812462e-02
8.690260000000016305e-01,2.745479999999957954e-01,5.189500000000180080e-02,2.313200000000037448e-02
9.440540000000012810e-01,3.088379999999979475e-01,6.229899999999943816e-02,9.401300000000034629e-02
1.320367999999998432e+00,4.665050000000015018e-01,1.627460000000002793e-01,6.033700000000052910e-02
2.475742000000000331e+00,9.907800000000008822e-01,3.309639999999980375e-01,2.142130000000008749e-01
1.465150000000001285e+00,5.341120000000003643e-01,1.805170000000018149e-01,1.700459999999992533e-01
1.221963999999996275e+00,4.832400000000021123e-01,1.700859999999995154e-01,9.043400000000012540e-02
2.552429000000000059e+00,1.370053999999999661e+00,8.856649999999994805e-01,4.614130000000002951e-01
2.552609999999997825e+00,1.326775000000001370e+00,6.842919999999974578e-01,4.312800000000027723e-01
9.177430000000015298e-01,2.853819999999984702e-01,1.268980000000041741e-01,-3.246400000000448927e-02
1.229042000000003299e+00,4.960539999999991068e-01,2.366589999999995086e-01,1.551320000000000476e-01
1.439770000000002881e+00,5.193929999999973290e-01,1.687359999999991089e-01,6.902300000000138880e-02
1.668032000000003734e+00,7.175619999999973686e-01,1.690350000000009345e-01,2.217289999999998429e-01
1.357814999999998662e+00,5.495679999999971699e-01,1.604549999999989041e-01,1.101420000000032928e-01
1.277560000000015350e-01,2.235219999999991103e-01,5.283199999999865781e-02,-5.777199999999993452e-02
8.942149999999990939e-01,3.522699999999971965e-01,1.605820000000015568e-01,8.957099999999940110e-02
8.088930000000011944e-01,2.977729999999993993e-01,1.058999999999983288e-01,1.963520000000009702e-01
8.345589999999987185e-01,2.618499999999990280e-01,9.513099999999852230e-02,-6.920999999999821739e-02
2.475535000000000707e+00,1.098163000000001333e+00,4.119130000000001957e-01,2.311579999999988644e-01
1.262726000000000681e+00,-8.283399999999829788e-02,-7.786600000000021282e-02,-5.629900000000276350e-02
1.094462999999997521e+00,4.057220000000008042e-01,1.597629999999981010e-01,3.247300000000308273e-02
2.442755000000001786e+00,1.251386999999997585e+00,5.448430000000001883e-01,2.959990000000001231e-01
9.820250000000001478e-01,2.859790000000010934e-01,1.080679999999993868e-01,4.532199999999875217e-02
9.530980000000042196e-01,3.550409999999999400e-01,1.151639999999964914e-01,6.175800000000108980e-02
1.017931000000000807e+00,3.281680000000015696e-01,4.477399999999676083e-02,2.798600000000206478e-02
2.454580000000028406e-01,-2.615099999999870306e-02,-1.444480000000005759e-01,1.105099999999978877e-01
1.126497000000000526e+00,4.068279999999973029e-01,1.361310000000024445e-01,1.109829999999973893e-01
1.482101999999997588e+00,4.552840000000060172e-01,1.546269999999978495e-01,4.123299999999829879e-02
1.079273999999998068e+00,4.186760000000013804e-01,2.077349999999960062e-01,5.763300000000270984e-02
7.619760000000006528e-01,2.464469999999998606e-01,9.704200000000184900e-02,9.841999999999018200e-03
9.909290000000012810e-01,3.835529999999991446e-01,1.550669999999989557e-01,6.671000000000049113e-02
1.402903000000002010e+00,5.100649999999973261e-01,1.827359999999984552e-01,9.284500000000051045e-02
1.158225999999999090e+00,4.156700000000022044e-01,1.603890000000021132e-01,5.953099999999977854e-02
1.125817000000001400e+00,3.994560000000006994e-01,1.011230000000011842e-01,1.496699999999968611e-01
1.440086000000000865e+00,5.618119999999997560e-01,1.426560000000023365e-01,1.684479999999979327e-01
1.405062000000000921e+00,6.258719999999975414e-01,2.253049999999987563e-01,1.308660000000010371e-01
8.077940000000012333e-01,2.762469999999979109e-01,7.201600000000141222e-02,1.050000000013540102e-04
1.388995999999998787e+00,5.294899999999991280e-01,1.241000000000020975e-01,1.141829999999970369e-01
8.930720000000000880e-01,2.751120000000000232e-01,1.002999999999971692e-01,-1.883499999999926899e-02
8.434050000000006264e-01,2.769620000000010407e-01,9.141400000000032833e-02,-4.622000000001236231e-03
9.167670000000001096e-01,2.842959999999976617e-01,4.044600000000286855e-02,9.196999999999633246e-02
1.541062000000000154e+00,5.998440000000009320e-01,2.288320000000005905e-01,1.280609999999988702e-01
8.460450000000001580e-01,2.655999999999991701e-01,7.938000000000045020e-02,5.160700000000062460e-02
9.838079999999997938e-01,-2.902449999999987540e-01,-1.845520000000018257e-01,-1.323739999999986594e-01
2.789614000000003813e+00,1.293251999999998958e+00,5.813279999999991787e-01,3.229800000000011551e-01
1.157314000000003062e+00,3.718159999999990362e-01,1.850519999999988841e-01,-4.749999999999587885e-03
9.960149999999998727e-01,4.290929999999981703e-01,1.572150000000007708e-01,7.500500000000087653e-02
1.437158000000000158e+00,5.742569999999993513e-01,2.229309999999991021e-01,1.002450000000010277e-01
9.537509999999969068e-01,2.899089999999997502e-01,1.595610000000018402e-01,7.610999999998924181e-03
9.481109999999972615e-01,2.996990000000039345e-01,9.091399999999794090e-02,7.780000000003894911e-04
1.453104000000003282e+00,6.085700000000002774e-01,1.976679999999984005e-01,1.067790000000012895e-01
1.071055999999998676e+00,5.028269999999999129e-01,1.848220000000004859e-01,1.211759999999983961e-01
1.339041999999999177e+00,5.364500000000020918e-01,2.040129999999962251e-01,5.342100000000371551e-02
1.197289000000001380e+00,4.457379999999986353e-01,8.676700000000181490e-02,4.353899999999910619e-02
7.994839999999996394e-01,2.848430000000021778e-01,9.616899999999972692e-02,4.965200000000180580e-02
7.871929999999984773e-01,3.750080000000011182e-01,1.890559999999972263e-01,5.817400000000461091e-02
1.089379000000000985e+00,7.718400000000258387e-02,-5.668000000000006366e-02,-5.349800000000115574e-02
2.447833000000002812e+00,1.027732000000000312e+00,3.958859999999972956e-01,1.937690000000014123e-01
1.302039000000000613e+00,5.290940000000006194e-01,2.634569999999989420e-01,1.237309999999993693e-01
1.270962000000000813e+00,5.357020000000005666e-01,1.808760000000013690e-01,9.262999999999621537e-02
1.656538000000001176e+00,6.110660000000009973e-01,2.501289999999993796e-01,1.227809999999998070e-01
8.652889999999970883e-01,3.008179999999995857e-01,8.435599999999965348e-02,3.023300000000261889e-02
1.139336000000000126e+00,3.904899999999997817e-01,1.262249999999998096e-01,5.001699999999864588e-02
2.511009999999998854e+00,1.226914999999999978e+00,5.416649999999982867e-01,3.423090000000001965e-01
1.084065000000002499e+00,4.074320000000000164e-01,1.034740000000020643e-01,9.082599999999629858e-02
1.013355000000004225e+00,4.250559999999978800e-01,1.686440000000004602e-01,5.088299999999890133e-02
9.549489999999991596e-01,4.671100000000016905e-01,1.668369999999974596e-01,1.425360000000033267e-01
1.255382999999998361e+00,4.065410000000007074e-01,1.732410000000008665e-01,1.444399999999745887e-02
1.094670999999998173e+00,4.545270000000023458e-01,2.631819999999969184e-01,1.366000000000013870e-01
2.010065000000000879e+00,8.312820000000016307e-01,3.143119999999974823e-01,1.741420000000033497e-01
1.439516000000001128e+00,5.923440000000006478e-01,1.924089999999996081e-01,1.240169999999984896e-01
8.826289999999978875e-01,5.129900000000375826e-02,-1.881000000000909722e-03,-1.435090000000016630e-01
8.968600000000002126e-01,2.784210000000015839e-01,1.287370000000009895e-01,1.111429999999984375e-01
2.463549000000000433e+00,1.178526000000001517e+00,4.745459999999965817e-01,2.549150000000004468e-01
7.385749999999973170e-01,3.120699999999985152e-01,1.052630000000007726e-01,6.216100000000324144e-02
1.545229000000002628e+00,5.765129999999984989e-01,2.208579999999997767e-01,1.075789999999994251e-01
1.694336000000003395e+00,5.769539999999970803e-01,2.428500000000006764e-01,1.204329999999984580e-01
2.043981999999999744e+00,8.238120000000002108e-01,3.500959999999988526e-01,2.122760000000010194e-01
8.783980000000006783e-01,3.482959999999977185e-01,1.372070000000036316e-01,5.806899999999970419e-02
1.062839000000003864e+00,1.763559999999984029e-01,8.408700000000024488e-02,6.607199999999835427e-02
7.740390000000019199e-01,2.511250000000018190e-01,9.811399999999537158e-02,6.613000000001534318e-03
9.468899999999962347e-01,2.907720000000004745e-01,8.567400000000091609e-02,4.084599999999838360e-02
1.051880000000000592e+00,4.052299999999995350e-01,2.264649999999974739e-01,9.226000000001732815e-03
1.034662000000000859e+00,4.346560000000003754e-01,2.514080000000014081e-01,5.778999999999712145e-02
8.995600000000010255e-01,3.113630000000000564e-01,1.362089999999973600e-01,2.272000000001384024e-03
8.244340000000001112e-01,3.278660000000002128e-01,9.962100000000262412e-02,1.371629999999974814e-01
1.717383999999999133e+00,7.142999999999979366e-01,2.221510000000037621e-01,1.645779999999987808e-01
2.062675999999999732e+00,8.196730000000016503e-01,2.937449999999977024e-01,1.698290000000000077e-01
1.020634000000001151e+00,3.532100000000006901e-01,9.232199999999934903e-02,6.212000000000017508e-02
8.977950000000021191e-01,2.027739999999980114e-01,1.233860000000035484e-01,3.422799999999881493e-02
1.593291000000000679e+00,5.510439999999974248e-01,2.269290000000019347e-01,1.101989999999979375e-01
1.056714999999996962e+00,3.507000000002591378e-03,4.490099999999941360e-02,2.843999999999624606e-03
2.460679999999999978e+00,1.123554000000000386e+00,3.954219999999999402e-01,2.080550000000016553e-01
1.221226000000001477e+00,4.096970000000013101e-01,1.285759999999989134e-01,9.419599999999661577e-02
8.293940000000006307e-01,3.954030000000017253e-01,1.605219999999967229e-01,-4.556999999999788997e-02
1.101061000000001400e+00,4.161280000000004975e-01,1.353529999999985023e-01,7.382600000000039131e-02
9.346390000000006637e-01,3.381470000000028620e-01,1.075379999999945824e-01,5.382700000000184559e-02
1.652263999999998845e+00,6.906280000000002417e-01,2.810839999999998895e-01,1.656230000000000757e-01
9.684580000000018174e-01,2.593689999999995166e-01,4.459599999999852571e-02,9.525299999999958800e-02
9.494209999999974059e-01,1.768010000000010962e-01,1.309760000000004254e-01,-7.379500000000049909e-02
1.090754000000000445e+00,4.229289999999998884e-01,1.713219999999999743e-01,9.560000000021773303e-04
9.663989999999991198e-01,2.388359999999991601e-01,4.947100000000048681e-02,2.015700000000109071e-02
7.210450000000001580e-01,1.651699999999998170e-01,1.132930000000023085e-01,-8.075900000000402201e-02
8.791000000000082082e-02,2.577419999999968070e-01,4.364000000002477009e-03,1.232129999999997949e-01
1.747825999999999880e+00,6.484630000000013439e-01,1.594759999999997291e-01,1.015459999999990259e-01
1.133188999999998003e+00,4.119489999999981222e-01,1.399480000000021818e-01,4.466799999999793158e-02
1.604559000000005398e+00,6.564659999999946649e-01,1.144830000000034431e-01,2.806790000000010110e-01
2.411211999999999023e+00,1.092323000000002153e+00,4.259669999999982082e-01,1.768879999999999342e-01
2.008101999999997389e+00,9.138590000000021973e-01,3.465460000000017970e-01,2.253139999999973497e-01
2.407966000000001827e+00,1.321571000000002272e+00,5.551069999999960203e-01,3.123080000000015843e-01
8.485880000000030066e-01,3.858899999999998442e-01,1.077230000000000132e-01,7.105799999999717897e-02
8.431789999999992347e-01,2.841319999999996071e-01,1.028159999999971319e-01,1.156350000000010425e-01
9.549240000000018824e-01,3.212809999999990396e-01,1.367399999999996396e-01,1.322020000000030393e-01
1.158694999999998032e+00,3.586060000000017567e-01,1.119180000000028485e-01,4.019999999975709670e-04
8.511540000000010764e-01,2.738369999999967774e-01,5.997200000000191267e-02,3.018199999999993111e-02
1.284444000000000585e+00,4.625589999999988322e-01,1.728820000000013124e-01,8.625299999999924694e-02
1.120008999999999588e+00,3.494770000000002597e-01,1.334710000000001173e-01,4.335800000000133991e-02
1.260929000000000855e+00,4.724810000000019272e-01,2.131059999999997956e-01,6.402599999999836200e-02
9.533670000000000755e-01,3.069580000000016184e-01,9.016599999999641568e-02,8.941599999999993997e-02
9.657690000000016539e-01,4.127359999999988815e-01,1.615700000000011016e-01,2.972799999999864440e-02
1.867497000000000185e+00,7.690179999999990912e-01,2.695369999999996935e-01,1.203619999999983037e-01
8.216070000000001983e-01,3.042949999999962074e-01,1.428720000000005541e-01,7.639000000001061608e-03
2.438235999999996295e+00,1.136839000000001931e+00,4.387939999999996843e-01,2.614750000000007901e-01
1.483330999999999733e+00,6.263660000000008665e-01,2.431200000000011130e-01,8.249299999999948341e-02
7.750149999999962347e-01,2.987220000000014863e-01,1.105340000000012424e-01,3.018999999999749662e-02
1.516194999999999737e+00,5.814090000000007308e-01,1.923839999999987782e-01,1.165980000000015337e-01
1.085860999999997745e+00,3.942909999999990589e-01,1.509320000000009543e-01,6.415799999999904912e-02
1.383803000000000338e+00,5.239310000000010348e-01,2.278880000000000905e-01,4.359099999999926922e-02
2.590832000000002466e+00,1.291312999999998823e+00,5.266509999999975378e-01,2.322090000000009979e-01
8.099519999999991171e-01,3.537830000000035113e-01,6.027599999999466718e-02,4.928900000000169257e-02
8.316200000000009140e-01,3.449439999999981410e-01,9.032200000000045748e-02,1.103200000000015280e-02
8.114399999999832858e-02,1.198289999999992972e-01,1.910880000000005907e-01,-9.225299999999947431e-02
1.240635999999998518e+00,5.157020000000009929e-01,2.346529999999997784e-01,7.345300000000065666e-02
1.010930999999999358e+00,5.061050000000015814e-01,2.107109999999998706e-01,1.292110000000015191e-01
1.077457000000002552e+00,3.630889999999951101e-01,1.478630000000009659e-01,-1.108339999999969905e-01
7.782399999999967122e-01,-3.355599999999725469e-02,2.337099999999736610e-02,2.035480000000013945e-01
1.829651000000001915e+00,6.619299999999981310e-01,2.627729999999992572e-01,9.413400000000038403e-02
4.279690000000009320e-01,1.984670000000008372e-01,2.455220000000011282e-01,-2.134540000000022530e-01
2.128195000000001613e+00,8.990480000000005134e-01,3.628080000000011296e-01,1.769729999999967163e-01
1.498585000000002054e+00,5.887269999999986680e-01,2.641170000000006013e-01,1.022390000000026333e-01
1.066344000000000847e+00,1.055139999999994416e-01,-4.743000000000208161e-02,-1.119669999999963750e-01
8.917350000000006105e-01,2.345869999999976585e-01,1.148009999999999309e-01,-1.960099999999975751e-01
1.198204000000004044e+00,5.043259999999953891e-01,2.128700000000023351e-01,2.387399999999928468e-02
1.011496000000001061e+00,3.808209999999974116e-01,9.709200000000350883e-02,4.555499999999668148e-02
1.614450999999998970e+00,6.953639999999978727e-01,2.178990000000027294e-01,1.251889999999988845e-01
1.584987999999999175e+00,6.226060000000011030e-01,2.049849999999970862e-01,9.396700000000279829e-02
1.166669000000002399e+00,4.253299999999988756e-01,1.316710000000007597e-01,4.757999999999995566e-02
2.393740000000001089e+00,1.068713999999999942e+00,4.060229999999975803e-01,2.049200000000013233e-01
1.114527999999999963e+00,4.224549999999993588e-01,9.665999999999996817e-02,4.373999999999966803e-02
1.412676000000001153e+00,5.711269999999970537e-01,2.076800000000034174e-01,1.193769999999965137e-01
1.100700000000003342e-01,3.036599999999722854e-02,2.267499999999955662e-02,9.831800000000257000e-02
1.358660000000003976e+00,5.970969999999979905e-01,1.540190000000016823e-01,1.154209999999977754e-01
1.685109999999994557e+00,7.082960000000042555e-01,2.653600000000011505e-01,1.415179999999978122e-01
1.184825999999997492e+00,5.501900000000041757e-01,1.770289999999974384e-01,1.847640000000012606e-01
2.054023999999998296e+00,8.587629999999997210e-01,2.771180000000015298e-01,1.947229999999997574e-01
1.211186000000001428e+00,4.719580000000007658e-01,1.824699999999985778e-01,9.361300000000127852e-02
9.527000000000001023e-01,4.254889999999988959e-01,2.778249999999999886e-01,1.452880000000007499e-01
1.015854000000000923e+00,4.810450000000017212e-01,1.479369999999988750e-01,-4.883699999999890906e-02
2.778860000000001662e+00,1.531673999999998870e+00,8.251030000000003639e-01,4.055730000000004054e-01
1.218929000000002816e+00,4.417579999999965423e-01,1.799579999999991742e-01,1.660540000000025884e-01
2.068360999999995897e+00,8.314149999999997931e-01,3.614369999999986760e-01,2.930580000000020391e-01
1.416017000000000081e+00,5.225509999999999877e-01,1.982950000000016644e-01,1.041530000000001621e-01
2.530578999999999468e+00,1.282021000000000299e+00,4.764870000000005490e-01,3.024210000000024934e-01
4.776650000000017826e-01,6.691899999999861848e-02,1.068700000000077921e-02,1.546810000000000684e-01
1.017806999999997686e+00,3.250480000000024461e-01,1.469139999999988788e-01,1.835440000000012617e-01
8.514710000000000889e-01,3.379309999999975389e-01,6.294100000000213413e-02,4.174800000000189470e-02
8.940659999999986951e-01,4.018739999999993984e-01,2.283000000000008356e-01,6.116300000000052250e-02
2.470086999999999477e+00,1.236529999999998353e+00,6.000610000000001776e-01,3.903700000000007719e-01
2.688887000000004690e+00,1.292920999999996212e+00,6.003460000000018226e-01,3.614909999999991186e-01
9.634239999999998361e-01,4.799560000000013815e-01,1.923670000000008429e-01,1.014389999999991687e-01
4.415800000000018599e-01,1.628399999999992076e-01,7.054099999999863257e-02,6.685700000000238674e-02
9.556850000000025602e-01,4.230649999999975819e-01,1.518900000000016348e-01,9.755099999999927718e-02
1.389117000000000601e+00,5.075579999999977332e-01,1.390880000000009886e-01,5.501400000000167267e-02
2.652453000000001282e+00,1.290126000000000772e+00,5.623300000000011067e-01,3.099929999999986308e-01
1.542860000000001008e+00,5.733009999999971740e-01,2.012980000000013092e-01,9.918599999999955230e-02
2.210325000000000983e+00,8.806140000000013401e-01,3.230620000000001824e-01,1.371109999999973184e-01
1.376428999999998126e+00,5.781260000000010280e-01,2.665410000000001389e-01,9.113699999999980150e-02
1.483501000000000403e+00,6.387029999999995766e-01,2.158619999999977779e-01,1.485670000000034463e-01
8.088930000000011944e-01,2.489450000000026364e-01,5.495699999999459351e-02,4.514700000000004820e-02
1.167788999999999078e+00,4.458759999999983847e-01,1.406690000000008212e-01,3.820299999999932083e-02
1.103674999999999073e+00,4.998520000000006291e-01,1.540870000000005291e-01,6.570800000000076579e-02
2.136232999999997162e+00,9.679140000000003852e-01,4.222949999999983106e-01,2.465340000000004750e-01
1.848933999999999855e+00,8.245789999999999509e-01,3.183499999999988006e-01,1.159540000000021109e-01
9.704760000000014486e-01,2.662119999999994491e-01,1.639239999999997366e-01,2.638000000000140233e-02
9.090919999999975687e-01,2.658390000000032671e-01,9.591999999999956117e-02,8.475999999998151679e-03
1.229208000000003409e+00,4.212399999999973943e-01,1.304759999999980380e-01,6.847199999999986630e-02
1.404992999999997494e+00,5.311660000000024695e-01,1.746089999999984599e-01,1.472400000000284592e-02
1.185537000000000063e+00,4.659770000000023060e-01,1.485309999999984143e-01,3.517299999999679017e-02
1.345505000000002838e+00,4.990039999999957843e-01,1.428150000000023567e-01,9.575300000000197542e-02
2.677324000000002258e+00,1.346934999999998439e+00,5.147519999999996543e-01,3.245320000000013749e-01
1.195828000000002334e+00,3.051549999999991769e-01,6.235500000000016030e-02,3.451099999999840406e-02
1.729754999999997267e+00,7.626170000000023208e-01,3.057459999999991851e-01,1.422470000000011225e-01
8.223860000000016157e-01,3.484419999999985862e-01,1.654799999999987392e-01,-3.188099999999849388e-02
1.138024999999998954e+00,4.085639999999983729e-01,9.148200000000272780e-02,4.847300000000132059e-02
9.790610000000015134e-01,3.313729999999992515e-01,1.186550000000003990e-01,-1.530000000009579253e-04
1.565668000000002280e+00,6.022150000000010550e-01,1.522039999999975635e-01,1.286230000000010421e-01
1.075215000000000032e+00,4.166640000000008115e-01,1.350010000000008148e-01,3.152500000000024727e-02
1.958452000000001192e+00,8.260519999999971219e-01,3.114940000000014919e-01,1.419440000000005142e-01
1.162019000000000801e+00,4.092509999999975889e-01,1.783420000000006667e-01,3.038100000000198975e-02
8.479880000000008522e-01,3.894079999999995323e-01,1.102729999999993993e-01,4.014099999999842794e-02
2.064544999999995412e+00,8.117210000000021353e-01,2.983140000000013004e-01,1.485439999999975669e-01
9.110469999999999402e-01,2.921289999999991949e-01,1.029090000000003613e-01,-6.406399999999834449e-02
1.253159999999997609e+00,4.130269999999995889e-01,2.754800000000017235e-01,-1.068059999999988463e-01
2.597954000000001429e+00,1.363500999999995855e+00,6.910370000000032320e-01,3.389569999999988426e-01
2.495363000000001108e+00,1.160266999999999271e+00,3.931269999999997822e-01,1.818050000000006605e-01
9.949169999999973868e-01,4.005319999999983338e-01,1.303330000000038069e-01,6.255499999999969418e-02
1.304964999999999264e+00,-1.584840000000014015e-01,-3.415100000000137470e-02,-1.232219999999983884e-01
1.032396000000002090e+00,2.960189999999975896e-01,1.588650000000022544e-01,-8.969999999983713224e-04
1.645391000000000048e+00,6.252359999999992368e-01,2.751830000000019538e-01,5.444799999999894169e-02
1.342418999999999585e+00,6.220619999999996708e-01,2.512840000000018392e-01,5.386000000000024102e-02
1.365494000000001762e+00,4.253600000000012926e-01,1.712569999999971060e-01,1.225110000000029231e-01
1.032597000000002652e+00,4.084929999999964423e-01,1.096130000000030691e-01,1.055209999999995318e-01
2.457338000000000022e+00,1.161331000000000557e+00,5.103749999999998010e-01,2.533889999999985321e-01
