u_g,g_r,r_i,i_z
1.202904999999997671e+00,4.705550000000009447e-01,1.964199999999998170e-01,5.493999999999843453e-02
1.357998000000002037e+00,5.415880000000008465e-01,2.727029999999999177e-01,1.194969999999990762e-01
8.185490000000008592e-01,3.240789999999975635e-01,1.538320000000013010e-01,1.668999999999698503e-03
8.255519999999982872e-01,3.226960000000005380e-01,9.642799999999951410e-02,-8.967200000000019600e-02
1.167449999999998766e+00,4.031710000000039429e-01,1.191639999999978272e-01,6.349200000000010391e-02
1.540745000000001141e+00,7.729870000000005348e-01,3.445319999999973959e-01,1.258699999999990382e-01
1.960957000000000505e+00,8.324849999999983652e-01,2.966979999999992401e-01,1.379450000000019827e-01
1.015961000000000780e+00,3.498689999999982092e-01,9.860400000000169030e-02,1.338159999999994909e-01
1.457104000000001065e+00,4.972569999999976176e-01,1.874260000000020909e-01,5.182800000000042928e-02
6.845359999999978129e-01,-4.821199999999947750e-02,7.927699999999759939e-02,2.473110000000033892e-01
4.141879999999993345e-01,7.191000000002389925e-03,-1.090910000000029356e-01,-1.664220000000007360e-01
1.299379999999999313e+00,4.529420000000001778e-01,1.663149999999973261e-01,5.867000000000288651e-02
9.301570000000012328e-01,2.749150000000000205e-01,9.439899999999923352e-02,1.077399999999784086e-02
1.152896000000000143e+00,3.997150000000004866e-01,1.394929999999980907e-01,2.615899999999982128e-02
1.188745000000000829e+00,4.167920000000009395e-01,1.209659999999992408e-01,5.838400000000021350e-02
9.728980000000007067e-01,5.187249999999998806e-01,1.871340000000003556e-01,6.847899999999995657e-02
1.752738999999998271e+00,7.168850000000013267e-01,2.674060000000011428e-01,1.940809999999970614e-01
1.584113999999999578e+00,6.147029999999986671e-01,2.053080000000022665e-01,7.324199999999692068e-02
1.903079999999999217e+00,7.172699999999991860e-01,2.487780000000014979e-01,1.557479999999991094e-01
1.310684000000001959e+00,4.542369999999991137e-01,1.272759999999983904e-01,-3.239999999991027835e-04
8.725209999999989918e-01,2.785660000000014236e-01,1.127989999999989834e-01,-3.034399999999948250e-02
3.905120000000010805e-01,-2.054250000000017451e-01,-2.116909999999982972e-01,-2.269889999999996633e-01
1.171699999999997743e+00,4.167310000000004067e-01,1.405000000000011795e-01,1.741799999999926740e-02
1.044133999999999673e+00,3.566320000000011703e-01,1.408879999999967936e-01,8.264600000000044133e-02
1.396979999999999222e+00,5.438069999999992632e-01,1.826399999999992474e-01,6.472400000000355647e-02
8.892230000000012069e-01,3.674909999999975696e-01,1.237740000000009388e-01,5.461499999999830379e-02
2.478764999999999219e+00,1.076487000000000194e+00,3.625410000000002242e-01,2.012369999999990000e-01
1.107508000000002824e+00,4.514159999999982631e-01,1.553210000000007085e-01,7.743800000000078398e-02
9.839670000000033667e-01,3.735459999999974912e-01,1.817950000000010391e-01,8.665099999999981151e-02
1.622851999999998185e+00,6.288190000000000168e-01,2.448370000000004154e-01,1.646719999999994855e-01
9.757570000000015398e-01,4.024609999999988474e-01,1.700009999999991805e-01,6.057999999999807983e-02
1.129962999999996498e+00,4.145220000000016114e-01,1.541010000000007096e-01,6.140999999999863235e-02
2.266194999999999737e+00,1.370211000000001178e+00,8.835079999999990719e-01,4.749909999999992749e-01
9.823839999999997019e-01,4.297439999999994598e-01,1.380470000000002528e-01,5.995499999999864826e-02
9.995290000000025543e-01,3.673849999999951876e-01,1.044030000000013558e-01,3.493300000000232330e-02
2.505207000000002182e+00,1.139604999999999535e+00,4.102859999999957097e-01,2.059310000000031948e-01
1.867699999999999250e+00,8.722980000000006839e-01,3.455019999999997538e-01,1.956240000000022405e-01
1.052421000000002493e+00,4.573670000000014113e-01,2.324809999999963850e-01,3.604500000000143700e-02
2.425570999999997923e+00,1.019701000000001301e+00,3.914850000000029695e-01,1.664029999999989684e-01
1.440955999999999904e+00,5.993500000000011596e-01,2.551160000000010086e-01,1.587459999999971672e-01
9.248539999999998429e-01,3.502499999999990621e-01,9.881999999999990791e-02,4.643200000000291539e-02
8.974419999999980746e-01,2.298570000000026425e-01,8.156699999999972306e-02,3.908799999999956754e-02
1.643812000000000495e+00,6.555940000000006762e-01,2.599370000000007508e-01,1.280999999999998806e-01
3.557220000000000937e-01,-2.553789999999978022e-01,-2.082880000000031373e-01,-4.264070000000010907e-01
2.339680000000001314e+00,1.174665000000000958e+00,4.987069999999995673e-01,2.509650000000007708e-01
2.692229999999966594e-01,3.650200000000225486e-02,1.283859999999990009e-01,2.137810000000008870e-01
2.510808999999998292e+00,1.446076999999998947e+00,9.298140000000021388e-01,4.868129999999979418e-01
1.218613999999998754e+00,3.361510000000009768e-01,1.547190000000000509e-01,2.710300000000032128e-02
1.220882999999997054e+00,4.392010000000006187e-01,1.706200000000013262e-01,3.885099999999930276e-02
4.120610000000013429e-01,2.817849999999992860e-01,2.705659999999987519e-01,6.840800000000157866e-02
1.451702000000000936e+00,5.988769999999981053e-01,1.685450000000017212e-01,7.584200000000151931e-02
8.841800000000006321e-01,1.927550000000017860e-01,6.152099999999904867e-02,2.002000000000236923e-02
2.772030000000000882e-01,1.022110000000004959e-01,-5.515700000000123282e-02,2.417429999999995971e-01
1.085031000000000745e+00,4.160269999999961499e-01,1.317600000000034299e-01,2.948599999999856891e-02
9.881120000000009895e-01,3.112320000000003972e-01,9.838099999999982970e-02,1.670599999999922147e-02
1.011304999999996568e+00,4.239859999999993079e-01,1.685540000000003147e-01,4.668300000000158434e-02
9.796049999999993929e-01,4.135290000000004795e-01,-2.499999999976409981e-04,1.782419999999973470e-01
3.474399999999988609e-02,1.223449999999992599e-01,2.188320000000025800e-01,-1.893600000000006389e-02
8.692299999999981708e-01,2.702470000000012362e-01,1.176659999999998263e-01,1.753099999999818692e-02
1.128243999999998692e+00,4.862500000000018474e-01,2.071919999999991546e-01,7.944799999999929696e-02
7.763489999999997337e-01,2.763929999999987785e-01,7.039699999999982083e-02,8.328799999999958459e-02
1.225607000000000113e+00,4.551470000000001903e-01,1.996070000000003120e-01,9.640399999999971214e-02
1.363687999999999789e+00,5.043480000000002406e-01,2.065009999999993795e-01,9.501099999999951251e-02
2.496306000000000580e+00,1.181097000000001174e+00,5.388289999999962276e-01,2.741610000000029856e-01
1.453961000000003168e+00,5.283009999999990214e-01,1.922509999999988395e-01,5.958599999999947272e-02
1.310294999999999987e+00,5.200880000000012160e-01,1.928310000000017510e-01,6.930799999999592842e-02
1.002275000000000915e+00,4.620379999999997267e-01,1.755679999999983920e-01,7.689299999999832380e-02
1.658435999999998245e+00,6.575099999999984846e-01,2.602809999999990964e-01,1.873110000000046682e-01
1.277167999999999637e+00,4.832779999999985421e-01,1.548730000000020368e-01,8.462600000000009004e-02
9.113790000000001612e-01,3.960739999999987049e-01,1.126200000000032730e-01,9.384099999999762076e-02
1.181217999999997659e+00,4.314169999999997174e-01,1.495749999999986812e-01,6.200900000000331147e-02
4.123799999999988586e-02,2.492470000000004404e-01,6.991000000000013870e-02,2.984999999998905196e-03
9.490800000000021441e-02,3.311880000000009261e-01,2.555999999999869488e-02,-1.421299999999803276e-02
9.283179999999990883e-01,3.094910000000012928e-01,1.039209999999997081e-01,1.428800000000052250e-02
1.176994000000000540e+00,4.288139999999955876e-01,1.299780000000012592e-01,7.964500000000285240e-02
1.095221000000002221e+00,5.021719999999980644e-01,2.140489999999992676e-01,3.770600000000001728e-02
1.168033999999998684e+00,4.017529999999993606e-01,1.381179999999986308e-01,4.350800000000276668e-02
1.748446999999998752e+00,5.926100000000023016e-01,1.856889999999982166e-01,7.988500000000087198e-02
8.502979999999951133e-01,3.163450000000018747e-01,1.035760000000003345e-01,2.468000000000003524e-02
1.288734000000001600e+00,5.150550000000002626e-01,2.002350000000010510e-01,8.305399999999707461e-02
1.055885000000003515e+00,4.205309999999968795e-01,1.411149999999992133e-01,7.237000000000293198e-02
2.486119999999996111e+00,1.293345000000002187e+00,7.300620000000002108e-01,4.204149999999984288e-01
2.488721999999999213e+00,9.497619999999997731e-01,3.447059999999986246e-01,1.755920000000017467e-01
1.495518999999998044e+00,7.915920000000014056e-01,1.397700000000021703e-01,5.001899999999892543e-02
2.567994999999999806e+00,1.441141000000001782e+00,8.784309999999990737e-01,4.861609999999991771e-01
1.435439999999985616e-01,7.946200000000303021e-02,-7.926200000000349633e-02,1.007420000000003313e-01
1.604293999999999443e+00,6.011939999999995621e-01,2.271480000000032362e-01,9.855899999999806482e-02
2.167559000000000680e+00,1.128249999999997755e+00,4.310500000000025977e-01,2.384979999999998768e-01
9.464239999999968234e-01,3.694140000000025736e-01,1.342599999999976035e-01,3.292599999999978877e-02
2.404514999999996405e+00,1.269159000000005477e+00,5.857329999999976167e-01,3.200980000000015480e-01
2.629512999999999323e+00,1.216887999999997305e+00,4.676340000000038799e-01,2.503569999999974982e-01
6.722520000000002938e-01,2.729210000000001912e-01,1.210789999999981603e-01,3.013000000002818979e-03
9.039989999999988868e-01,3.374519999999989750e-01,1.131900000000030104e-01,5.859000000000946784e-03
9.363120000000009213e-01,3.372379999999992606e-01,1.259669999999992740e-01,6.599800000000044520e-02
1.153728999999998450e+00,4.352339999999994546e-01,1.623170000000015989e-01,3.834299999999757347e-02
1.876930000000001542e+00,7.117229999999974410e-01,2.896840000000011628e-01,1.483509999999998996e-01
1.086608999999999270e+00,4.822269999999981849e-01,1.533050000000031332e-01,1.111679999999992674e-01
1.906639999999999446e+00,7.709040000000015880e-01,2.930719999999986669e-01,1.909060000000017965e-01
1.460298999999999126e+00,5.832440000000005398e-01,1.646520000000002426e-01,8.216699999999832471e-02
2.565630000000002298e+00,1.332290000000000418e+00,5.528689999999993887e-01,3.402220000000006905e-01
9.134489999999999554e-01,3.993129999999993629e-01,8.749699999999904776e-02,-1.760799999999917986e-02
1.561972000000000804e+00,6.469570000000004484e-01,2.225569999999983395e-01,1.172959999999996228e-01
1.077408000000001920e+00,4.416639999999993904e-01,1.710789999999988709e-01,5.722899999999953025e-02
9.107289999999963470e-01,2.960510000000020625e-01,1.145420000000001437e-01,3.026699999999848956e-02
2.418693999999998567e+00,1.136810000000000542e+00,4.697020000000016182e-01,2.644459999999995148e-01
8.729679999999966356e-01,3.616010000000002833e-01,1.488550000000010698e-01,5.681800000000336581e-02
9.425129999999981578e-01,2.947559999999995739e-01,9.012400000000297950e-02,8.456599999999880879e-02
1.252064999999998207e+00,4.769290000000019347e-01,2.481559999999980448e-01,5.544400000000138107e-02
1.034264999999997769e+00,3.281440000000017676e-01,9.396999999999877673e-02,8.167000000000257387e-03
1.230032000000001347e+00,4.450779999999987524e-01,1.364579999999975257e-01,5.044900000000396290e-02
1.748014000000001289e+00,6.981999999999999318e-01,2.455739999999977385e-01,1.016729999999981260e-01
4.790630000000000166e-01,3.794059999999994659e-01,8.261200000000101795e-02,1.817259999999976117e-01
8.419439999999980273e-01,2.293470000000006337e-01,7.405100000000075511e-02,1.502800000000092950e-02
1.252358000000000970e+00,2.451340000000001851e-01,9.822099999999878150e-02,7.419399999999853890e-02
2.364222999999995523e+00,9.659480000000009170e-01,3.907950000000042223e-01,3.318769999999986453e-01
8.222249999999995396e-01,3.853989999999996030e-01,1.134629999999994254e-01,7.702199999999947977e-02
1.393485999999999336e+00,5.626980000000010307e-01,1.795350000000013324e-01,1.033969999999975187e-01
2.615593000000000501e+00,1.304180000000002337e+00,5.530719999999984537e-01,2.912060000000007420e-01
1.668381999999997589e+00,6.572920000000017637e-01,1.775890000000011071e-01,2.169799999999995066e-01
1.344578000000002049e+00,5.168129999999990787e-01,1.612149999999985539e-01,1.045440000000006364e-01
9.008389999999977249e-01,2.331809999999983063e-01,9.013800000000316004e-02,1.219700000000045748e-02
7.638469999999983884e-01,1.596420000000016159e-01,3.741009999999995728e-01,1.509879999999981237e-01
3.770800000000207319e-02,4.479259999999953834e-01,-5.717099999999675219e-02,-3.988100000000116552e-02
9.950839999999985253e-01,3.708920000000013317e-01,1.807820000000006644e-01,1.047269999999969059e-01
1.562960000000000349e+00,6.095520000000007599e-01,2.354609999999990322e-01,9.680100000000102511e-02
1.198105000000001752e+00,4.129769999999979291e-01,1.688620000000007337e-01,1.304990000000003647e-01
1.155020000000000380e+00,5.590730000000014854e-01,1.611509999999967135e-01,2.010980000000017753e-01
1.766904999999997727e+00,6.378880000000002326e-01,2.177299999999995350e-01,1.481720000000024129e-01
9.970880000000015286e-01,1.054740000000009559e-01,-2.634000000000469299e-03,-1.198920000000001096e-01
9.829469999999993490e-01,2.488719999999986499e-01,9.894200000000097361e-02,6.434300000000092723e-02
9.378040000000034127e-01,2.766819999999974300e-01,-1.329729999999997858e-01,2.954389999999982308e-01
9.387209999999974741e-01,2.815440000000002385e-01,7.500600000000190448e-02,6.722999999999856868e-02
2.130906999999996998e+00,1.004345000000004262e+00,3.643209999999967863e-01,2.283080000000019538e-01
2.111271999999999593e+00,8.739669999999986061e-01,3.016060000000031494e-01,2.271109999999989526e-01
1.844763000000000375e+00,7.764759999999988338e-01,2.701780000000013615e-01,1.610890000000004818e-01
1.087904999999999234e+00,3.391370000000009099e-01,1.167370000000005348e-01,1.336869999999983349e-01
2.378310999999996511e+00,9.455470000000012476e-01,3.616600000000005366e-01,2.263510000000010791e-01
1.805210000000002424e+00,6.414179999999980453e-01,1.632980000000010534e-01,2.016710000000010439e-01
1.585118000000001359e+00,6.553569999999986351e-01,2.290650000000020725e-01,1.190049999999978070e-01
8.999169999999985237e-01,2.434240000000045256e-01,8.819399999999433248e-02,-1.714439999999974873e-01
9.336760000000019488e-01,2.697789999999997690e-01,4.431399999999996453e-02,7.068399999999996908e-02
1.075851000000000113e+00,4.212360000000003879e-01,1.647189999999980614e-01,4.344900000000251339e-02
9.687210000000021637e-01,2.990419999999964773e-01,1.097160000000023672e-01,-2.260000000003259402e-03
1.385413999999997259e+00,5.627710000000032409e-01,6.837799999999916167e-02,2.383709999999990004e-01
1.503764000000002099e+00,5.732039999999969382e-01,1.512600000000006162e-01,5.883099999999963359e-02
2.178854000000001179e+00,1.145306999999995412e+00,4.542580000000029372e-01,2.636419999999972674e-01
1.757647000000002180e+00,7.254219999999982349e-01,2.577420000000003597e-01,1.371110000000008711e-01
1.208868000000004272e+00,4.462459999999985882e-01,8.653100000000080172e-02,9.906100000000073180e-02
4.626839999999994291e-01,3.245200000000281193e-02,1.301079999999963377e-01,-1.817300000000088289e-02
1.467777999999999139e+00,5.519199999999973016e-01,1.058010000000013662e-01,1.447780000000005174e-01
2.688240000000021723e-01,1.080619999999967717e-01,3.597099999999997522e-02,2.109279999999991162e-01
1.427035000000000053e+00,5.072760000000009484e-01,2.204399999999999693e-01,6.836699999999851229e-02
2.365075999999998402e+00,8.388400000000011403e-01,2.987020000000004671e-01,1.412189999999995393e-01
9.528009999999973445e-01,3.045369999999998356e-01,1.284260000000010393e-01,-3.312400000000081945e-02
1.139177000000003659e+00,4.966779999999992867e-01,2.962829999999989639e-01,1.039600000000007185e-02
1.528998999999998887e+00,6.408860000000018431e-01,2.965469999999967854e-01,1.244300000000002626e-01
1.138866000000000156e+00,4.894429999999978520e-01,1.857180000000013820e-01,3.049299999999988131e-02
1.624050000000000438e+00,6.267699999999969407e-01,2.763330000000010500e-01,6.319600000000136220e-02
1.841157000000002597e+00,7.344189999999954921e-01,2.435300000000033549e-01,1.663559999999986161e-01
1.711339999999999861e+00,6.618519999999961101e-01,2.622610000000022978e-01,1.399870000000014159e-01
1.949239999999999640e+00,7.435149999999985937e-01,2.774250000000009209e-01,1.578639999999964516e-01
1.054702999999999946e+00,4.143150000000037636e-01,1.534149999999989689e-01,3.883399999999959107e-02
8.645110000000002515e-01,3.015120000000024447e-01,1.237849999999980355e-01,2.432999999999907459e-02
1.140625000000000000e+00,4.184240000000016835e-01,1.790219999999997924e-01,6.318100000000015370e-02
1.316849000000001269e+00,4.579319999999995616e-01,1.780299999999996885e-01,1.050640000000022667e-01
8.495139999999992142e-01,3.411080000000019652e-01,1.762829999999979691e-01,8.568000000000353111e-03
8.982639999999975089e-01,1.741980000000040718e-01,1.547239999999980853e-01,-7.723299999999966303e-02
1.007373999999998659e+00,3.651790000000012526e-01,1.643529999999984170e-01,4.881400000000368777e-02
9.024410000000031573e-01,3.429040000000007637e-01,1.446219999999982520e-01,4.473099999999874399e-02
2.534057000000000670e+00,1.077335999999998961e+00,3.821609999999999729e-01,1.604999999999989768e-01
9.460620000000012908e-01,2.922519999999977358e-01,1.277600000000020941e-01,-4.823999999999273314e-03
1.881166000000000338e+00,6.896769999999978751e-01,2.124150000000017968e-01,1.025910000000003208e-01
9.256670000000006837e-01,2.794889999999981001e-01,1.260860000000008085e-01,-1.355199999999712190e-02
2.638933999999999003e+00,1.330801000000001011e+00,6.678610000000002600e-01,3.629800000000020788e-01
1.380905999999999523e+00,5.985289999999992006e-01,2.776259999999979300e-01,1.160190000000014265e-01
1.039640000000002118e+00,3.487529999999985364e-01,1.587220000000009179e-01,1.824599999999776401e-02
1.959558999999998719e+00,8.181000000000011596e-01,3.070659999999989509e-01,1.393420000000027414e-01
1.434890000000024202e-01,2.348800000000039745e-02,3.965619999999994150e-01,1.699559999999991078e-01
2.609007000000001852e+00,1.371859000000000606e+00,6.679819999999985214e-01,3.434139999999992199e-01
1.565432999999998742e+00,6.817140000000030398e-01,2.945709999999976958e-01,1.079650000000000887e-01
1.315964999999998497e+00,4.864500000000013813e-01,1.839070000000013749e-01,3.001799999999832380e-02
1.014517999999998921e+00,4.479660000000009745e-01,1.620859999999986201e-01,1.155440000000034217e-01
9.911269999999987590e-01,4.185450000000017212e-01,1.549030000000009011e-01,4.788999999999887791e-02
2.562411999999998358e+00,1.147176999999999225e+00,4.502300000000012403e-01,2.375479999999967617e-01
5.970000000001363105e-03,-3.987730000000020425e-01,-2.571790000000007126e-01,-2.259979999999970346e-01
2.134557999999998401e+00,9.243600000000000705e-01,2.965149999999994179e-01,1.634729999999997574e-01
2.524269000000000318e+00,1.184307000000000443e+00,5.217670000000005359e-01,2.709130000000001814e-01
9.087389999999970769e-01,3.094310000000000116e-01,8.007200000000125328e-02,1.431390000000014595e-01
1.082760000000000389e+00,4.128870000000013363e-01,2.402629999999987831e-01,6.843399999999988381e-02
2.618679999999997676e-01,3.477270000000025618e-01,6.084000000001310582e-03,-6.021000000000498176e-03
1.587855999999998602e+00,6.106890000000042562e-01,2.411589999999996792e-01,1.311609999999987508e-01
2.303335000000000576e+00,9.474910000000011934e-01,3.515619999999994860e-01,1.701619999999994803e-01
2.596816000000000457e+00,1.199367000000002292e+00,4.603329999999985489e-01,2.977219999999984879e-01
1.118963000000000818e+00,4.982450000000007151e-01,1.438389999999962754e-01,1.745890000000009934e-01
1.163205999999998852e+00,4.203790000000005023e-01,1.217769999999980257e-01,8.285300000000006548e-02
1.828559999999999519e+00,7.317729999999968982e-01,2.129920000000034008e-01,9.948899999999838428e-02
1.162200999999999596e+00,4.272550000000023829e-01,1.268919999999980064e-01,7.666400000000095361e-02
9.230039999999988254e-01,2.872529999999997585e-01,8.137299999999925149e-02,-3.060299999999926968e-02
9.792660000000008580e-01,3.160169999999986601e-01,7.904100000000013893e-02,9.313099999999963075e-02
2.471328999999997222e+00,1.423181000000003138e+00,8.888519999999999754e-01,4.764119999999998356e-01
1.246173999999999893e+00,3.949209999999983012e-01,1.349470000000003722e-01,5.086799999999946920e-02
1.226105000000000445e+00,5.062249999999988148e-01,2.111809999999998411e-01,9.496000000000037744e-02
1.752281999999999229e+00,6.466060000000002361e-01,2.204750000000004206e-01,1.098990000000021894e-01
2.348983999999997963e+00,9.570800000000012631e-01,3.597070000000002210e-01,2.313410000000004629e-01
2.277552000000000021e+00,9.601150000000018281e-01,3.755379999999988172e-01,2.024919999999994502e-01
9.948689999999977829e-01,3.493899999999996453e-01,1.194349999999992917e-01,-5.368599999999901229e-02
2.229565000000000907e+00,1.291909999999997893e+00,6.142980000000015650e-01,3.953969999999991103e-01
1.686210000000002651e+00,6.307739999999988356e-01,2.502779999999997784e-01,8.456100000000077443e-02
1.262463999999997810e+00,4.628870000000020468e-01,1.651460000000000150e-01,9.417499999999989768e-02
2.523478000000000776e+00,1.080337000000000103e+00,3.697909999999993147e-01,1.709979999999973188e-01
1.058794000000002455e+00,4.087910000000007926e-01,1.567989999999994666e-01,4.901699999999564739e-02
2.494739999999993074e-01,9.054800000000184923e-02,2.426749999999984198e-01,-1.132260000000009370e-01
1.703952999999998497e+00,6.463970000000003324e-01,2.074749999999987438e-01,1.479269999999992535e-01
9.430520000000015557e-01,2.612459999999998672e-01,8.243500000000025807e-02,5.939499999999853230e-02
2.006989999999998275e+00,8.657859999999999445e-01,2.012010000000028498e-01,1.459499999999991360e-01
1.563620000000000232e+00,6.757200000000018747e-01,1.890679999999989036e-01,8.400899999999822398e-02
1.154778000000000304e+00,3.745970000000014011e-01,2.009410000000002583e-01,9.403199999999856118e-02
1.492220000000003211e+00,5.580749999999987665e-01,2.610799999999997567e-01,2.626599999999967849e-02
8.211249999999985505e-01,2.467520000000007485e-01,-1.983900000000105024e-02,4.805200000000198202e-02
1.951830000000001064e+00,8.042090000000001737e-01,2.815909999999988145e-01,1.954039999999999111e-01
1.588746999999997911e+00,7.303290000000011162e-01,2.026810000000018874e-01,1.168559999999985166e-01
1.826988000000000056e+00,7.620159999999991385e-01,2.735519999999986851e-01,1.485740000000035366e-01
9.756099999999996442e-01,1.444459999999999411e+00,1.838223999999998526e+00,9.769390000000015561e-01
1.081078999999999013e+00,3.730150000000023169e-01,1.363959999999977413e-01,7.018500000000216232e-02
2.501386000000000109e+00,1.119182999999999595e+00,3.831039999999994450e-01,2.179550000000034515e-01
8.505339999999996792e-01,2.357770000000023458e-01,1.258149999999993440e-01,1.972000000002083198e-03
1.985192000000001400e+00,8.610040000000012128e-01,2.976169999999989102e-01,2.277929999999983579e-01
1.573112000000001842e+00,6.712900000000026068e-01,2.312429999999991992e-01,9.684699999999679676e-02
2.106013000000000801e+00,9.773540000000018324e-01,3.563779999999994175e-01,2.466819999999998458e-01
1.511956999999998885e+00,6.323319999999981178e-01,1.762200000000007094e-01,1.088430000000002451e-01
1.781099000000001098e+00,6.966640000000001720e-01,2.647079999999988331e-01,8.840000000000003411e-02
8.638529999999988718e-01,2.244700000000001694e-01,6.540299999999987790e-02,1.982300000000236651e-02
8.458630000000013638e-01,2.563670000000008997e-01,1.239509999999981460e-01,4.350999999999771717e-03
9.573780000000020607e-01,4.001409999999978595e-01,1.045450000000016644e-01,-5.591900000000293858e-02
1.495410000000003237e+00,6.031629999999985614e-01,1.693199999999990268e-01,1.086560000000034165e-01
1.121430000000000149e+00,1.635200000000125442e-02,-2.650100000000321643e-02,-6.581299999999856709e-02
2.050482000000002358e+00,8.189019999999977983e-01,3.160200000000017440e-01,2.083280000000016230e-01
1.485030999999999324e+00,6.060519999999982588e-01,1.278600000000018611e-01,9.345200000000275509e-02
1.085943000000000325e+00,3.746429999999989491e-01,9.510800000000330101e-02,3.421099999999910324e-02
9.104060000000018249e-01,2.898329999999980089e-01,1.156250000000014211e-01,7.099599999999739453e-02
1.507836999999998540e+00,5.171780000000012478e-01,1.930839999999989232e-01,1.146940000000000737e-01
1.732177999999997553e+00,6.049000000000006594e-01,1.874219999999997555e-01,7.464100000000151169e-02
8.048730000000006157e-01,2.556869999999982213e-01,6.955400000000011573e-02,1.040889999999983218e-01
1.879529999999999035e+00,7.061020000000031160e-01,2.421659999999974389e-01,1.507240000000020785e-01
9.729519999999993729e-01,2.730600000000009686e-01,9.606799999999893203e-02,-4.433099999999967622e-02
1.152672999999996506e+00,-1.778709999999961155e-01,-1.503970000000016682e-01,-5.741899999999944271e-02
1.262519999999998532e+00,5.060420000000007690e-01,2.436490000000013367e-01,2.168599999999898387e-02
8.017210000000041248e-01,2.673859999999983472e-01,3.460000000000462705e-03,2.684599999999903730e-02
8.567429999999980339e-01,2.357119999999994775e-01,7.226200000000204682e-02,-3.906000000000631189e-03
2.000254999999999228e+00,6.866190000000003124e-01,2.328399999999994918e-01,1.237069999999995673e-01
1.809816000000001424e+00,6.669639999999965596e-01,2.503600000000005821e-01,1.535860000000006664e-01
8.287179999999985114e-01,2.802369999999996253e-01,1.010670000000004620e-01,5.111900000000346722e-02
2.108472999999996489e+00,8.841190000000018756e-01,3.222140000000024429e-01,1.544569999999971799e-01
9.965149999999987074e-01,2.862130000000000507e-01,1.385690000000003863e-01,9.385099999999724218e-02
8.859349999999963643e-01,3.101309999999983802e-01,6.310600000000476939e-02,4.113999999999862212e-02
1.504383000000000692e+00,4.008479999999998711e-01,3.016370000000012652e-01,1.229829999999996204e-01
1.286191999999996227e+00,4.299190000000017164e-01,1.373739999999976646e-01,8.525100000000307432e-02
2.267379999999999285e+00,7.994720000000015148e-01,3.704149999999977183e-01,1.794779999999995823e-01
1.615487999999995594e+00,6.294540000000026225e-01,2.753499999999995396e-01,1.910589999999992017e-01
1.966761999999999233e+00,6.570929999999997051e-01,2.241180000000007055e-01,1.434300000000021669e-01
1.026820999999998207e+00,1.096570000000021139e-01,1.150480000000015934e-01,6.881499999999718398e-02
1.649118999999998891e+00,5.291110000000003311e-01,3.346049999999998192e-01,1.285440000000015459e-01
1.000842999999999705e+00,3.182870000000015409e-01,2.240729999999970801e-01,1.190630000000005850e-01
8.865560000000023422e-01,3.533349999999977342e-01,1.830190000000015971e-01,1.139299999999821011e-02
1.526346000000000203e+00,5.751169999999987681e-01,1.928009999999993340e-01,1.659709999999989805e-01
9.764990000000004500e-01,2.717570000000009145e-01,1.133349999999992974e-01,1.498600000000038790e-02
2.945269999999986510e-01,8.870999999999185093e-03,1.247180000000014388e-01,-6.222200000000199793e-02
1.908743000000001189e+00,7.075820000000003773e-01,2.643399999999989092e-01,1.297950000000014370e-01
2.136534000000001043e+00,8.909990000000007626e-01,3.080020000000018854e-01,1.621039999999993597e-01
2.089891999999998973e+00,8.824420000000010589e-01,3.145009999999999195e-01,1.575759999999988281e-01
8.288370000000000459e-01,3.007469999999976551e-01,1.101170000000024629e-01,7.113200000000219347e-02
1.050926000000004024e+00,2.912859999999959371e-01,1.461970000000007985e-01,4.599000000000330601e-02
3.696829999999984295e-01,-1.018399999999886063e-02,2.865700000000011016e-01,-1.685500000000317300e-02
9.163640000000015107e-01,3.228969999999975471e-01,1.258890000000008058e-01,-5.458300000000093632e-02
1.190531000000000006e+00,4.420490000000008024e-01,1.870700000000020680e-01,6.856399999999851502e-02
9.586079999999981283e-01,1.299500000000008981e-01,1.411799999999985289e-01,1.645500000000055252e-02
1.555440000000025691e-01,-1.968199999999953320e-02,1.986050000000005866e-01,2.073099999999783449e-02
1.365180999999999756e+00,4.710479999999996892e-01,2.182220000000008042e-01,3.619599999999678630e-02
1.651025999999998106e+00,6.201950000000024943e-01,2.346729999999972449e-01,6.163400000000152090e-02
2.047850000000000392e+00,7.772429999999985739e-01,2.974700000000005673e-01,8.886199999999888632e-02
2.379914000000002972e+00,9.976819999999975153e-01,3.484709999999999752e-01,1.765480000000003713e-01
1.554978999999999445e+00,6.297299999999985687e-01,2.096200000000010277e-01,9.746700000000174668e-02
8.724330000000009022e-01,2.131100000000003547e-01,1.425419999999988363e-01,2.499200000000101340e-02
2.565038999999998737e+00,1.384401000000000437e+00,7.143999999999994799e-01,3.633589999999990994e-01
9.168160000000007415e-01,3.390130000000013410e-01,1.760750000000008697e-01,-1.881000000000909722e-03
1.711466000000001486e+00,6.707570000000000476e-01,2.132859999999983103e-01,9.938299999999955503e-02
9.065820000000002210e-01,3.868650000000002365e-01,9.089700000000178193e-02,5.310199999999909437e-02
8.978919999999988022e-01,2.684630000000005623e-01,9.984200000000242881e-02,1.674099999999612010e-02
1.276667000000003327e+00,5.862769999999990489e-01,2.159399999999997988e-01,7.868399999999908800e-02
1.384411000000000058e+00,5.234160000000009916e-01,2.219359999999959143e-01,6.412500000000065370e-02
